(R F B' U B') (R' U' D' L2 U' R) L2 U' R2 D2 B2 U R2 D,19
U B2 L (R') R2 D2 L2 B2 U F' (F') D' F2 R2 L2 F2 D' B2 D' B2,20
U B2 L (R') R2 D2 L2 B2 U F' (F') D' B2 R2 L2 B2 D' B2 D' B2,20
U B2 L (R') F2 U D B2 D' B (F') U2 F2 R2 F2 L2 U D2 F2 R2,20
(R F B' U B') (R' U' D' L2 U' R) L2 U' D2 B2 D2 R2 D' B2 U,20
(R F B' U B') (R' U' D' L2 U' R) L2 D R2 U2 B2 U2 D R2 D,20
(R F B' U B') (R' U' D' L2 U' R) L2 U F2 D2 L2 D' F2 U' D2,20
(R F B' U B') (R' U' D' L2 U' R') L2 U' R2 D2 B2 U R2 D R2,20
B' U B' L (R) (F U B' D) D2 L2 B R2 F' D2 F U2 R2 B U2 F2,21
U B2 L (R') R2 D2 L2 B2 U F (F') F2 D' F2 R2 L2 F2 D' B2 D' B2,21
U B2 L (R') R2 D2 L2 B2 U F (F') F2 D' B2 R2 L2 B2 D' B2 D' B2,21
U B2 L (R') R2 D2 L2 B2 U F' (F') U D2 R2 F2 B2 R2 U' B2 D' B2,21
U B2 L (R') R2 D2 L2 B2 U F' (F') U D2 L2 F2 B2 L2 U' B2 D' B2,21
U B2 L (R') R2 D2 L2 B2 U F' (F') U' R2 F2 B2 R2 U D2 B2 D' B2,21
U B2 L (R') R2 D2 L2 B2 U F' (F') U' L2 F2 B2 L2 U D2 B2 D' B2,21
U B2 L (R') R2 D2 L2 B2 U F' (F) D' F2 R2 L2 F2 D' B2 D' F2 B2,21
U B2 L (R') R2 D2 L2 B2 U F' (F) D' B2 R2 L2 B2 D' B2 D' F2 B2,21
U B2 L (R') F2 R2 D2 L2 U F' (F') D2 L2 F2 D B2 R2 U R2 L2 D',21
U B2 L (R') F2 U D B2 D' B (F) U2 F2 R2 F2 L2 U D2 F2 R2 F2,21
U B2 L (R') F2 U D B2 D' B (F) U2 F2 L2 F2 R2 U D2 B2 R2 B2,21
U B2 L (R') F2 U D B2 D' B (F') U2 F2 U D' F2 L2 B2 D' F2 R2,21
U B2 L (R') F2 U D B2 D' B (F') U2 F2 U2 D2 L2 B2 R2 U' F2 R2,21
U B2 L (R') F2 U D B2 D' B' (F') B2 U2 F2 R2 F2 L2 U D2 F2 R2,21
U B2 L (R') F2 R2 U2 R2 U B' (F') F2 D2 B2 U2 R2 F2 R2 D B2 L2,21
U B2 L (R') B' (B' U2 L2 F D' B') R2 B2 D' L2 D' R2 B2 R2 D R2,21
U B2 L (R') B' (B' U2 L2 F D' B') F2 U L2 F2 U L2 B2 L2 U' L2,21
B2 U L (R') F' U2 L2 F D B' (F) U2 D F2 R2 F2 R2 U2 D B2 U,21
B2 U L (R') F' U2 L2 F D B' (F) D' B2 L2 U D' R2 B2 D' R2 D,21
(R F B' U B') (R' U' D' L2 U' R) L2 U2 D B2 U2 R2 U' D2 B2 U,21
(R F B' U B') (R' U' D' L2 U' R) U2 D2 R2 U' L2 U2 B2 U R2 D,21
(R F B' U B') (R' U' D' L2 U' R) L2 U D2 L2 D2 F2 U L2 U2 D',21
(R F B' U B') (R' U' D' L2 U' R) L2 D' F2 U2 L2 U' D2 F2 U' D2,21
(R F B' U B') (R' U' D' L2 U' R') L2 U F2 D2 L2 D' F2 U' D2 R2,21
(R F B' U B') (R' U' D' L2 U' R') L2 U' D2 B2 D2 R2 D' B2 U R2,21
(R F B' U B') (R' U' D' L2 U' R') L2 D R2 U2 B2 U2 D R2 D R2,21
U L' D' (F U') R' F (D2 B D2 B') D2 B2 D2 R' F2 R' B2 R' F2 R,21
